Name,Paper,Dataset,Model,Method,Notes,NumTrials,Err1,Err5,Top1,stdTop1,dTop1,Top5,dTop5,MParams,savedParams,keptParams,GFLOPS,savedFLOPS,keptFLOPS,OrigTop1,stdOrigTop1,OrigTop5,OrigMParams,OrigGFLOPS,old/new Nparam,old/new FLOPS,OrigErr1,OrigErr5
363,zhuang-discriminative-channel,CIFAR-10,MobileNet,,,,,,,,,,,,,,,,,,,,,,,,,
364,zhuang-discriminative-channel,CIFAR-10,MobileNet-v2,,,,,,,,,,,,,,,,,,,,,,,,,
362,zhuang-discriminative-channel,CIFAR-10,ResNet-56,,"table 1, dcp",,,,,,-0.310%,,,,,,,,,93.80%,,,,,1.97,1.990,,
522,zhuang-discriminative-channel,CIFAR-10,ResNet-56,,"table 1, dcp-adapt",,,,,,0.010%,,,,,,,,,93.80%,,,,,3.37,1.890,,
372,zhuang-discriminative-channel,ImageNet,ResNet-18,,table 5,,30.79%,11.14%,,,,,,,30.00%,,,,,69.64%,,88.98%,,,,,,
523,zhuang-discriminative-channel,ImageNet,ResNet-18,,table 5,,32.65%,12.40%,,,,,,,50.00%,,,,,69.64%,,88.98%,,,,,,
524,zhuang-discriminative-channel,ImageNet,ResNet-18,,table 5,,35.88%,14.32%,,,,,,,70.00%,,,,,69.64%,,88.98%,,,,,,
365,zhuang-discriminative-channel,ImageNet,ResNet-50,,table 5,,23.60%,6.93%,,,-1.060%,,-0.610%,,30.00%,,,,,76.01%,,92.93%,,,,,,
525,zhuang-discriminative-channel,ImageNet,ResNet-50,,table 5,,27.25%,8.87%,,,-1.060%,,-0.610%,,70.00%,,,,,76.01%,,92.93%,,,,,,
526,zhuang-discriminative-channel,ImageNet,ResNet-50,,"table 3, dcp (no dcp-adapt results reported?)",,,,,,-1.060%,,-0.610%,,,,,,,,,,,,2.06,2.250,,
527,zhuang-discriminative-channel,ImageNet,ResNet-50,,table 5,,25.05%,7.68%,,,-1.060%,,-0.610%,,50.00%,,,,,76.01%,,92.93%,,,,,,
369,zhuang-discriminative-channel,LFW,???,,"same VGGNet comment as above; ie:  They call it ""VGGNet"" without specifying which VGG network (and since running on CIFAR, likely to be some weird variation. They cite  [31] for it, which is (O. M. Parkhi, A. Vedaldi, A. Zisserman, et al. Deep face recognition. In BMVC, volume 1, page 6, 2015.) but this describes 3 networks, which are slight variations of VGG A, B, and D from the original VGG paper that they use for face recognition",,,,,,,,,,,,,,,,,,,,,,,
368,zhuang-discriminative-channel,LFW,DeepFace,,,,,,,,,,,,,,,,,,,,,,,,,
367,zhuang-discriminative-channel,LFW,FaceNet,,"""We use CASIA-WebFace...for training""",,,,,,,,,,,,,,,,,,,,,,,
370,zhuang-discriminative-channel,LFW,SphereNet-4,,,,,,,,,,,,,,,,,,,,,,,,,
